ITEMNAME,DEPNAME,MAINUPC,SIZENAME,PACKNAME,CURRENTCOST,PRICEPERUNIT,TOTALQTY
LAMARCA PROSECCO,Wine,85000322437,187 ML,3-Pack,12.99,15.99,23
SUTTER HOME WHITEZINFANDEL,Wine,8502926,750 ML,,5.33,7.51,21
SUTTER HOME PINOT GRIGIO,Wine,8506922,750 ML,,5.33,7.51,29
SUTTER HOME SWEET RIESLING,Wine,8508629,1.5 LT,,9.99,11.99,0
SUTTER HOME ROSE,Wine,8515920,1.5 LT,,9.99,11.99,0
SUTTER HOME SWEET PEACH,Wine,8518121,750 ML,,4.67,7.51,13
SUTTER HOME SWEET PEACH,Wine,8518228,1.5 LT,,7.33,11.99,0
SUTTER HOME WILD BERRY,Wine,8518325,750 ML,,5.33,7.51,8
SUTTER HOME WILD BERRY,Wine,8518422,1.5 LT,,7.99,11.99,11
SUTTER HOME TROPICAL PINEAPPLE,Wine,8518529,750 ML,,5.33,7.51,17
SUTTER HOME TROPICAL PINEAPPLE,Wine,8518626,1.5 LT,,7.33,11.99,1
SUTTER HOME SWEET TEA,Wine,8519023,750 ML,,5.33,7.51,11
SUTTER HOME SWEET TEA,Wine,8519120,1.5 LT,,7.33,11.99,1
SUTTER HOME LEMONADE,Wine,8519324,750 ML,,5.33,7.51,21
SUTTER HOME LEMONADE,Wine,8519421,1.5 LT,,4,7.99,30
SUTTER HOME PEACH TEA,Wine,8519625,750 ML,,5.33,7.51,11
SUTTER HOME PEACH TEA,Wine,8519722,1.5 LT,,4,7.99,16
SUTTER HOME STRAWBERRY,Wine,8519926,750 ML,,4.67,7.51,0
AVISSI PROSECCO,Wine,85200027200,750 ML,,9.33,12.99,6
SUTTER HOME SANGRIA,Wine,8522221,1.5 LT,,9.99,11.99,0
SEAFARER RUM,Wine,85232629007,1 LT,,3.33,7.99,1
SUTTER HOME BLUEBERRY,Wine,8523725,750 ML,,4.67,7.51,6
CARLO SWEET RED,Wine,8557005,3 LT,,12.01,16.99,4
SUTTER HOME STRAWBERY LEMONADE,Wine,8565624,750 ML,,6,7.51,0
SUTTER HOME RASPBERRY,Wine,8566526,1.5 LT,,7.99,11.99,4
SUTTER HOME RASPBERRY,Wine,8566623,750 ML,,5.33,7.51,2
BALLATORE GRAN SPUMANTE 750ML,Wine,8575700,750 ML,,7.21,8.49,0
MD 20/20 BLUE RASPBERRY,Wine,85904353308,375 ML,,1.99,2.57,0
MD 20/20 ELECTRIC MELON,Wine,85904363307,375 ML,,1.41,2.57,0
MD 20/20 ORANGE JUBILEE,Wine,85904453305,375 ML,,1.99,2.57,21
MD 20/20 BANANA RED,Wine,85904513306,375 ML,,1.99,2.57,13
MANISCHEWITZ GRAPE,Wine,85976033931,750 ML,,5.18,7.51,14
MANISCHEWITZ BLACKBERRY,Wine,85976034006,750 ML,,5.18,7.51,5
MANISCHEWITZ GRAPE,Wine,85976034150,1.5 LT,,7.67,10.99,6
MANISCHEWITZ BLACKBERRY,Wine,85976034228,1.5 LT,,7.67,10.99,5
MANISCHEWITZ BLACKBERRY,Wine,85976034518,3 LT,,13.34,18.99,0
MANISCHEWITZ GRAPE,Wine,85976034587,3 LT,,13.34,18.99,5
ESTATE CELLARS WHITE ZINFANDEL,Wine,86000170455,750 ML,,6.05,6.99,0
WOODBRIDGE CABERNET SAUV.,Wine,86003000094,750 ML,,7.09,9.38,6
WOODBRIDGE MERLOT,Wine,86003000490,750 ML,,7.09,9.38,11
WOODBRIDGE MERLOT,Wine,86003000506,1.5 LT,,12.09,14.99,6
WOODBRIDGE PINOT GRIGIO,Wine,86003001640,750 ML,,7.09,9.38,10
WOODBRIDGE PINOT GRIGIO,Wine,86003001657,1.5 LT,,12.09,14.99,6
WOODBRIDGE MOSCATO,Wine,86003004108,750 ML,,7.09,9.38,12
WOODBRIDGE MOSCATO,Wine,86003004313,1.5 LT,,12.09,14.99,5
CRAFTERS UNION CHARDONNAY,Wine,86003279117,1.5 LT,,0.17,2.99,12
NEXT ROUND MARGARITA,Wine,86003315020,1.5 LT,,1,4.99,0
NEXT ROUND ROSE SANGRIA,Wine,86003315037,1.5 LT,,1,4.99,0
WOODBRIDGE CABERNET SAUV,Wine,86003813854,1.5 LT,,12.09,14.99,3
WOODBRIDGE RED BLEND,Wine,86003820449,1.5 LT,,12.09,14.99,6
WOODBRIDGE RED BLEND,Wine,86003820463,750 ML,,7.09,9.38,10
CAVIT PINOT GRIGIO,Wine,86785000039,1.5 LT,,16,18.99,5
CAVIT PINOT GRIGIO,Wine,86785000084,750 ML,,11.09,13.99,12
ROSCATO SWEET RED,Wine,86785110738,750 ML,,11.09,13.99,4
ROSCATO BLACK CHERRY,Wine,86785110790,750 ML,,11.09,13.99,1
ROSCATO BLUEBERRY,Wine,86785110820,750 ML,,11.09,13.99,7
ROSCATO SWEET ROSE CAN,Wine,86785211169,500 ml,,1.5,3.76,0
CAVIT CHARDONNAY,Wine,86785211176,187 ML,,2.19,2.88,48
CAVIT CABERNET SAUV.,Wine,86785211237,750 ML,,10.29,13.99,6
CAVIT MERLOT,Wine,86785211398,750 ML,,10.29,13.99,8
CAVIT PINOT NOIR,Wine,86785211664,187 ML,,2.19,2.88,48
CAVIT MOSCATO,Wine,86785212364,750 ML,,11.09,13.99,13
CAVIT SELECT RED BLEND,Wine,86785212470,750 ML,,9.66,12.99,0
CAVIT ROSE,Wine,86785212715,750 ML,,8.09,12.99,0
CAVIT CABERNET SAUVIGNON,Wine,86785212838,187 ML,,2.19,2.88,44
CAVIT SWEET RED,Wine,86785212913,750 ML,,11.09,13.99,12
ROSCATO MOSCATO,Wine,86785213002,750 ML,,11.09,13.99,0
ROSCATO SWEET RED,Wine,86785390505,1.5 LT,,21.98,26.99,3
LANCERS  WHITE 750 ML,Wine,86785450131,750 ML,,5.08,5.1,0
LANCERS WHITE 1.5 LITER,Wine,86785450148,1.5 LT,,8.66,14.99,0
CONFETTI SWEET RED,Wine,86785670201,750 ML,,3.33,4.99,0
CONFETTI SUMMER PEACH,Wine,86785670225,750 ML,,3.33,4.99,1
CONFETTI PINK GRAPEFRUIT,Wine,86785670249,750 ML,,3.33,4.99,15
ELMO PIO TROPICAL MANGO,Wine,87152000256,1.5 LT,,10.01,10.99,1
BARTENURA MOSCATO,Wine,87752005644,750 ML,,12.25,14.99,0
JEUNESSE CABERNET SAUV.,Wine,87752010716,750 ML,,9.92,12.99,12
JEUNESSE PINO NOIR,Wine,87752013137,750 ML,,9.92,12.99,12
JEUNESSE BLACK MUSCAT,Wine,87752013151,750 ML,,9.92,12.99,11
BARTENURA ROSE,Wine,87752013854,750 ML,,11.92,17.99,27
JEUNESSE PINK MOSCATO,Wine,87752015315,750 ML,,9.92,12.99,11
BARTENURA MOSCATO CAN,Wine,87752026892,250 ML,Single,2.58,3.52,8
BARTENURA LYCHEE CAN,Wine,87752034507,250 ML,Single,2.58,3.52,0
BARTENURA PEACH CAN,Wine,87752034521,250 ML,Single,2.58,3.52,23
STELLA ROSA CRANBERRY,Wine,87872630894,750 ML,,12.09,14.99,10
STELLA ROSA BLUEBERRY,Wine,87872630931,750 ML,,12.09,14.99,21
STELLA ROSA BLACK CHERRY,Wine,87872630955,750 ML,,12.09,14.99,12
STELLA ROSA BLACK,Wine,87872633369,750 ML,,12.09,14.99,41
STELLA ROSA RED,Wine,87872633406,750 ML,,12.09,14.99,10
STELLA ROSA BLACK,Wine,87872633505,1.5 LT,,19,22.99,8
STELLA ROSA GOLDEN HONEY,Wine,87872633635,750 ML,,12.09,14.99,22
STELLA ROSA GREEN APPLE,Wine,87872633901,750 ML,,11.09,14.99,5
STELLA ROSA BLACKBERRY,Wine,87872634205,750 ML,,12.09,14.99,9
STELLA ROSA STRAWBERRY ROSE,Wine,87872634502,750 ML,,12.09,14.99,8
STELLA ROSSA GIFT PACK,Wine,87872637824,750 ML,,16.64,21.99,0
STELLA ROSA PINEAPPLE,Wine,87872638401,750 ML,,11.09,14.99,8
BLACK VELVET TOASTED CARAMEL 7,Wine,88100134856,750 ML,,11.09,11.99,0
GATO NEGRO FRUITY WHITE WINE,Wine,88320131307,750 ML,,1.6,3.75,0
REAL SANGRIA,Wine,88320341034,750 ML,,6,7.99,8
REAL SANGRIA WHITE,Wine,88320341072,750 ML,,6,7.99,2
REAL SANGRIA PEACH,Wine,88320341133,750 ML,,6,7.99,2
YAGO SANTGRIA 3 LTR,Wine,88352115337,3 LT,,13.66,15.99,0
YAGO SANGRIA 750 ML,Wine,88352115351,750 ML,,4.49,6.99,6
RELAX PINOT GRIGIO,Wine,88474007954,750 ML,,9.09,9.99,0
RELAX PINK ROSE,Wine,88474008050,750 ML,,9.09,9.99,0
RELAX RIESLING,Wine,88474022407,750 ML,,9.09,9.99,0
SOLEIL POMEGRANATE,Wine,88498110326,750 ML,,2,4.99,32
SOLEIL STRAWBERRY,Wine,88498110807,750 ML,,2,4.99,34
SOLEIL CRANBERRY LIME,Wine,88498110814,750 ML,,2,4.99,35
TAYLOR PORT,Wine,88940000014,750 ML,,6.01,7.99,48
TAYLOR PORT,Wine,88940000021,1.5 LT,,10.02,13.99,19
TAYLOR PORT,Wine,88940000854,3 LT,,14.71,19.99,9
CAPRICCIO PEACH,Wine,89016000228,750 ML,,6.69,9.38,0
CAPRICCIO PASSION FRUIT,Wine,89016000822,375 ML,4-Pack,8.86,11.25,0
CAPRICCIO SANGRIA,Wine,89016000853,375 ML,4-Pack,8.86,11.25,0
CAPRICCIO PEACH,Wine,89016000891,375 ML,4-Pack,8.86,11.25,0
CAPRICCIO SANGRIA,Wine,89016017264,750 ML,,6.39,9.38,21
CAPRICCIO ROSE SANGRIA,Wine,89016017929,750 ML,,6.69,9.38,0
CAPRICCIO WHITE SANGRIA,Wine,89016017943,750 ML,,6.69,9.38,3
CAPRICCIO ROSE SANGRIA,Wine,89016018124,375 ML,4-Pack,8.86,11.25,1
CAPRICCIO WATERMELON,Wine,89016019091,375 ML,4-Pack,8.86,11.25,0
CAPRICCIO WATERMELON SANGRIA,Wine,89016019107,750 ML,,6.69,9.38,1
CAPRICCIO PASSION FRUIT,Wine,89016019701,750 ML,,6.69,9.38,0
RAINER RED,Wine,89018004149,1.5 LT,Single,10.67,11.99,0
TOMASELLO RANIER RED,Wine,89018004156,750 ML,,7,9.99,3
FOLONARI PINOT GRIGIO 750 ML,Wine,89744327840,750 ML,,8.5,10.99,0
RIUNITE LAMBRUSCO,Wine,89744765482,750 ML,,7.09,9.99,10
RIUNITE LAMBRUSCO,Wine,89744765499,3 LT,,15.09,18.99,1
RIUNITE LAMBRUSCO,Wine,89744765505,1.5 LT,,10.09,12.99,6
BERINGER CHARDONNAY,Wine,89819001712,750 ML,,5,6.99,4
BERINGER MOSCATO,Wine,89819067206,750 ML,,5,6.99,10
BERINGER  MOSCATO,Wine,89819067244,1.5 LT,,9.5,12.99,6
BERINGER CABERNET SAUV.,Wine,89819068227,750 ML,,5,6.99,4
BERINGER MERLOT,Wine,89819068241,750 ML,,5,6.99,10
BERINGER RED MOSCATO,Wine,89819541874,750 ML,,5.99,6,0
BERINGER RED MOSCATO,Wine,89819541881,1.5 LT,,9.5,12.99,6
BERINGER PINK MOSCATO,Wine,89819542543,750 ML,,5,6.99,2
BERINGER PINK MOSCATO,Wine,89819542550,1.5 LT,,9.5,12.99,6
BERINGER CABERNET SAUV.,Wine,89819543014,1.5 LT,,9.5,12.99,4
BERINGER MERLOT,Wine,89819543175,1.5 LT,,9,12.99,6
BERINGER WHITEZINFANDEL,Wine,89819543526,750 ML,,5.99,6,0
JUNIPER PINOT GRIGIO,Wine,89819723751,750 ML,,2,2.99,0
BERINGER PINOT GRIGIO,Wine,89819760091,750 ML,,5,6.99,13
COCKBURNS FINE RUBY PORTO,Wine,94799120124,750 ML,,11.33,14.99,2
COCKBURNS FINE TAWNY PORTO,Wine,94799120131,750 ML,,11.34,14.99,2
COCKBURNS WHITE PORTO,Wine,94799120322,750 ML,,12.66,16.99,2
MENAGE EXOTIC BLEND,Wine,99988071058,750 ML,,9.79,9.99,4
MENAGE RED BLEND,Wine,99988071096,750 ML,,9.79,10.99,-1
MENAGE MIDNIGHT DARK RED,Wine,99988071294,750 ML,,8,10.99,7
MENAGE SILK SOFT RED BLEND,Wine,99988071362,750 ML,,8,10.99,-1
MENAGE LAVISH MERLOT,Wine,99988071430,750 ML,,8,10.99,4
MENAGE CABERNET SAUVIGNON,Wine,99988071621,750 ML,,9.33,10.99,0
MENAGE MOSCATO,Wine,99988071898,750 ML,,8,10.99,8
MENAGE SULTRY RED,Wine,99988071959,750 ML,,8,10.99,1
MENAGE ROSE,Wine,999883710800,750 ML,,9.79,9.99,10
CANTINA DEL CASTELLO,Wine,11111,750 ML,,2,3.74,0
OLD TAVERN RED,Wine,4840358000330,750 ML,,10.78,13.99,4
OLD TAVERN WHITE,Wine,4840358010575,750 ML,,10.78,13.99,17
OLD TAVERN ROSE,Wine,4840358010582,750 ML,,10.78,13.99,5
MOSQIT OF WINE MOSCATO,Wine,4840635003931,750 ML,,2.25,5.99,0
YELLOW TAIL MOSCATO,Wine,5237900000,750 ML,,5.99,9.38,7
XX,Wine,5269500000,,,10,11,0
CASAL MENDES ROSE,Wine,5601213184867,750 ML,Single,2.05,3.99,0
CULITOS MERLOT,Wine,607054110176,750 ML,,6.33,6.99,0
CULITOS MOSCATO ROSE,Wine,607054110183,750 ML,,6.33,6.99,0
CULITOS MERLOT,Wine,607054110213,1.5 LT,,9,11.99,5
CULITOS MOSCATO ROSE,Wine,607054110220,1.5 LT,,8.67,11.99,4
CULITOS MOSCATO,Wine,607054111074,750 ML,,6.33,6.99,0
CULITOS CAB/MERLOT,Wine,607054112026,1.5 LT,,9,11.99,0
SWEET BITCH MANGO MOSCATO,Wine,607054190215,750 ML,Single,7.17,9.99,2
SWEET BITCH PINEAPPLE MOS,Wine,607054190253,750 ML,Single,7.17,9.99,6
SWEET BITCH BLACK CHERRY,Wine,607054190338,750 ML,,7.17,9.99,0
SWEET BITCH CHARDONNAY,Wine,607054492234,750 ML,,6.67,8.99,3
SWEET BITCH MERLOT,Wine,607054492241,750 ML,,6.67,8.99,11
SWEET BITCH MERLOT,Wine,607054492258,1.5 LT,,9,11.99,5
SWEET BITCH CHARDONNAY,Wine,607054492265,1.5 LT,,8.67,11.99,1
SWEET BITCH PINOT GRIGIO,Wine,607054492272,750 ML,,6.67,8.99,14
SWEET BITCH MOSCATO ROSE,Wine,607054492302,750 ML,,6.67,9.99,9
SWEET BITCH CABERNET SAUV,Wine,607054492326,750 ML,Single,6.67,8.99,20
SWEET BITCH CABERNET SAUV.,Wine,607054492333,1.5 LT,,9,11.99,1
SWEET BITCH PINOT GRIGIO,Wine,607054492401,1.5 LT,,8.67,11.99,6
SWEET BITCH MOSCATO BLUE,Wine,607054492500,750 ML,,7.17,9.99,0
SWEET BITCH MOSCATO PINK BTL,Wine,607054492609,750 ML,,6.67,9.99,7
BORDEAUX SOL-SPECIAL 750 ML,Wine,607921011582,750 ML,,9,12.99,0
DORNFELDER,Wine,610746000051,750 ML,,9,11.99,32
VANDORI CABERNET SAUV.,Wine,632974001006,750 ML,,2,3.99,0
SANTA MARGHERITA PINOT GRIGIO,Wine,632987200205,750 ML,,21.98,24.99,2
SANTA MARGHERITA PROSECCO,Wine,632987201103,750 ML,,20.97,24.99,2
SANTA EMA RESERVE CAB-SAU 750,Wine,635818000050,750 ML,,11.09,14.99,0
J WRAY RED LABEL WINE,Wine,636191052407,750 ML,,5.99,9.99,96
HOOK OR CROOK FIELD BLEND,Wine,653166254154,750 ML,,8.09,10.99,12
SANTERO MOSCATO ROSE,Wine,689076830683,750 ML,,13.09,16.99,12
KIM CRAWFORD SAUVIGNON,Wine,689352009611,750 ML,,14.09,17.99,0
KIM CRAWFORD ROSE,Wine,689352009987,750 ML,,14.09,17.99,2
GIADA CLASSIC RED,Wine,701254562008,750 ML,,6,8.99,0
GIADA TROPICAL PASSION,Wine,701254562053,750 ML,,6,8.99,0
GIADA TROPICAL MANGO,Wine,701254562107,750 ML,,6,8.99,3
GIADA PEACH SANGRIA,Wine,701254562183,750 ML,,6,8.99,0
GIADA ROSE MOSCATO,Wine,701254562251,750 ML,,6,8.99,7
MIONETTO PROSECCO BRUT,Wine,727760501638,750 ML,,14.09,16.99,4
MYX MOSCATO,Wine,733353400028,187 ML,4-Pack,6.33,7.98,0
MYX PEACH MOSCATO,Wine,733353400042,187 ML,4-Pack,6.33,7.98,0
MYX COCONUT MOSCATO,Wine,733353400066,187 ML,4-Pack,6.33,7.98,0
MYX MANGO MOSCATO,Wine,733353400134,187 ML,4-Pack,6.33,7.98,0
MYX CLASSIC SANGRIA,Wine,733353400158,187 ML,4-Pack,6.33,7.98,0
MYX TROPICAL SANGRIA,Wine,733353400219,187 ML,4-Pack,6.33,7.98,0
MYX CONCORD,Wine,733353400394,187 ML,4-Pack,6.42,7.98,0
MYX CONCORD,Wine,733353400400,750 ML,,3.54,4.99,1
MYX WATERMELON,Wine,733353400639,187 ML,4-Pack,6.33,7.98,0
KIJAFA CHERRY,Wine,736040011934,750 ML,,8.33,9.99,0
VICOLO PINOT NOIR 1.5 LT,Wine,736040520009,1.5 LT,,9.9,13.99,0
SANTERO MOSCATO ROSE,Wine,736211842183,1.5 LT,,26.09,32.99,5
CANEI VINO BIANCO 1.5 LTR,Wine,739949400021,1.5 LT,,8.66,8.99,0
DIRECTORS CUT SAUVVIGNON BLANC,Wine,739958127087,750 ML,Single,16.09,19.99,0
GIA FRIZZANTE CHARDONNAY,Wine,739958128107,750 ML,Single,3.5,4.99,0
LA FUERZA RED WINE,Wine,7460736901904,750 ML,,5.18,7.99,34
LA FUERZA RED WINE,Wine,7460736903236,1.5 LT,,10.95,13.99,36
XXL SPARKLING MOSCATO,Wine,763955000081,750 ML,,10,12.99,5
XXL BLACKBERRY TETRA,Wine,763955000432,500 ml,,3.33,4.46,1
XXL PEACH TETRA,Wine,763955000449,500 ml,,3.33,4.46,1
XXL MANGO TETRA,Wine,763955000456,500 ml,,3.33,4.46,0
XXL STRAWBERRY TETRA,Wine,763955000463,500 ml,,3.33,4.46,0
XXL PINEAPPLE TETRA,Wine,763955000470,500 ml,,3.33,4.46,4
XXL BLACKBERRY,Wine,763955010004,750 ML,,7.33,9.99,13
XXL MANGO,Wine,763955013005,750 ML,,7.33,9.99,0
XXL PINEAPPLE,Wine,763955014002,750 ML,,7.33,9.99,13
XXL PEACH,Wine,763955015009,750 ML,,7.33,9.99,0
XXL STRAWBERRY,Wine,763955016006,750 ML,,7.33,9.99,12
XXL APPLE,Wine,763955017003,750 ML,,7.33,9.99,12
XXL GUAVA,Wine,763955018000,750 ML,,7.33,9.99,16
XXL CHERRY,Wine,763955019007,750 ML,,7.33,9.99,9
XXL BLUEBERRY,Wine,763955020003,750 ML,,7.33,9.99,11
XXL MOSCATO,Wine,763955021000,750 ML,,7.33,9.99,8
BAILLI DE PROVENCE,Wine,763955400119,750 ML,,1.39,2.99,0
TUSSOCK JUMPER MOSCATO,Wine,763955710003,750 ML,,2,2.99,25
XXL EXTREME 21,Wine,764227446385,750 ML,,9,12.99,2
DOG HOUSE  750ML,Wine,768035002009,750 ML,,7,7.02,0
HAIGHT ASHBERRY MANGO PASSION,Wine,796254310018,750 ML,,3,3.75,0
HAIGHT ASHBERRY STRAWBERRY 750,Wine,796254310032,750 ML,,3,3.75,0
HAIGHT ASHBERRY CRANBERRY PINE,Wine,796254310049,750 ML,,2.79,3.75,0
NEVADA HILLS 750ML,Wine,796254601055,750 ML,,5.09,5.99,0
VITA BELLA PROSECCO,Wine,8001592006960,750 ML,,7.5,10.99,12
SANTERO MOSCATO PEACH,Wine,8004385034546,750 ML,,9.09,9.99,2
SANTERO MOSCATO PINEAPPLE,Wine,8004385034553,750 ML,,8,9.99,0
SANTERO MOSCATO MANGO,Wine,8004385034560,750 ML,,9.09,9.99,3
SANTERO MOSCATO PASSION,Wine,8004385034577,750 ML,,9.09,9.99,0
SANTERO MOSCATO COCONUT,Wine,8004385034614,750 ML,,9.09,9.99,0
SANTERO MOSCATO STRAW,Wine,8004385034621,750 ML,,8.66,9.99,0
SANTERO MOSCATO MIMOSA,Wine,8004385037172,750 ML,,8.66,9.99,4
VEUVE DU VERNAY,Wine,81088501005,750 ML,,9.42,12.99,0
SANTA CAROLINA MOSCATO 750 ML,Wine,813942011399,750 ML,,3.5,3.74,0
CAPA MOSCATO,Wine,817036010305,750 ML,,5.33,5.99,0
WILD IRISH RED,Wine,828821,187 ML,,1.32,1.88,43
YELLOW TAIL PINK MOSCATO,Wine,839743001513,750 ML,,5.99,9.38,10
YELLOW TAIL PINK MOSCATO,Wine,839743001520,1.5 LT,,12.49,15.99,5
YELLOW TAIL STRAW LIME,Wine,839743003111,750 ML,,6.99,7.99,8
YELLOW TAIL PEACH MANGO,Wine,839743003135,750 ML,,6.99,7.99,7
YELLOW TAIL PINEAPPLE,Wine,839743003159,750 ML,,6.99,7.99,8
RAIZA RIOJA,Wine,8410310606878,750 ML,Single,7.33,8.99,0
LA TORITA SANGRIA,Wine,8410702048286,1.5 LT,,7.5,9.99,0
80 YEARS RED BLEND,Wine,8410744010128,750 ML,,2,4.99,3
PROUD MARY ROSE,Wine,8420209031247,750 ML,,3,3.99,0
HOUSE WINE DARK CABERNET,Wine,848375004656,3 LT,,3,8.99,0
MOSKATO LIFE STRAWBERRY 750ML,Wine,849806000575,750 ML,,4.67,5.99,0
BAREFOOT WINTER BLEND,Wine,8500002416,750 ML,Single,5.39,7.99,0
SUTTER HOME MERLOT,Wine,850022,187 ML,,1.33,1.88,14
HOOK OR CROOK CHARDONNAY,Wine,850038062040,750 ML,,8.09,10.99,3
HOOK OR CROOK CABERNET SAUV.,Wine,850038062415,750 ML,,8.09,10.99,4
SUTTER HOME CABERNET SAUVIGNON,Wine,850052,187 ML,,1.33,1.88,37
BEAT BOX ORANGE BLAST,Wine,850059195178,16 OZ,,2.38,3.29,6
BEAT BOX MYSTIC GRAPE,Wine,850059195314,16 OZ,,2.38,3.29,17
BEAT BOX BLUEBERRY,Wine,850059195352,16 OZ,,2.38,3.29,13
BEAT BOX WATERMELON,Wine,850059195376,16 OZ,,2.38,3.29,16
BEAT BOX CINNAMON,Wine,850059195529,16 OZ,,2.38,3.29,24
PAPI BLACK,Wine,850061597007,750 ML,,5.67,5.99,9
PAPI BLUEBERRY,Wine,850061597021,750 ML,,3,5.99,11
PAPI MANGO,Wine,850061597045,750 ML,,3,5.99,24
PAPI PEACH,Wine,850061597069,750 ML,,3,5.99,29
PAPI PINEAPPLE,Wine,850061597083,750 ML,,3,5.99,19
PAPI APPLE,Wine,850061597106,750 ML,,3,5.99,22
PAPI SWEET RED,Wine,850061597120,750 ML,,3,5.99,27
CASSARA PINOT GRIGIO,Wine,850061597205,750 ML,,3,4.99,23
CASSARA PINOT GRIGIO,Wine,850061597304,1.5 LT,,5.33,8.99,17
SUTTER HOME CHARDONNAY,Wine,850062,187 ML,,1.33,1.88,29
SUTTER HOME WHITE ZINFANDEL,Wine,850092,187 ML,,1.33,1.88,15
SUTTER HOME PINOT GRIGIO,Wine,850142,187 ML,,1.33,1.88,69
SUTTER HOME MOSCATO,Wine,850162,187 ML,,1.33,1.88,36
SUTTER HOME MOSCATO,Wine,850202,750 ML,,5.33,7.51,10
SUTTER HOME MERLOT,Wine,850242,750 ML,,5.33,7.51,19
SUTTER HOME CABERNET SAUVINGNO,Wine,850252,750 ML,,6,7.51,14
SUTTER HOME CHARDONNAY,Wine,850262,750 ML,,5.33,7.51,3
SUTTER HOME SAUVIGNON BLANC,Wine,850272,750 ML,,5.33,7.51,11
SUTTER HOME MERLOT,Wine,850542,1.5 LT,,9.49,11.99,37
SUTTER HOME CABERNET SAUVIGNON,Wine,850552,1.5 LT,,9.49,11.99,14
SUTTER HOME CHARDONNAY,Wine,850562,1.5 LT,,9.49,11.99,36
SUTTER HOME SAUVIGNON BLANC,Wine,850572,1.5 LT,,9.49,11.99,15
SUTTER HOME WHITE ZINFANDEL,Wine,850592,1.5 LT,,9.49,11.99,26
SUTTER HOME MOSCATO,Wine,850622,1.5 LT,,9.49,11.99,43
SUTTER HOME WHITE MERLOT,Wine,850632,1.5 LT,,9.49,11.99,5
SUTTER HOME PINOT GRIGIO,Wine,850682,1.5 LT,,9.49,11.99,29
SUTTER HOME SWEET RED,Wine,850752,750 ML,,5.33,7.51,17
SUTTER HOME SWEET RED,Wine,850762,1.5 LT,,9.49,11.99,38
SUTTER HOME SWEET RED,Wine,850782,187 ML,,1.33,1.88,57
SUTTER HOME PINK MOSCATO,Wine,850962,750 ML,,5.33,7.51,18
SUTTER HOME PINK MOSCATO,Wine,850982,1.5 LT,,9.49,11.99,36
SUTTER HOME PINK MOSCATO,Wine,850992,187 ML,,1.33,1.88,49
FRE WHITE ZINFADEL 750ML,Wine,851002,750 ML,,4.09,5,0
CASALEIRO CASALEIRO RESERVA,Wine,851066003760,750 ML,Single,3.09,3.99,0
BEAT BOX FRUIT PUNCH,Wine,851133006120,16 OZ,,2.38,3.29,33
BEAT BOX BLUE RAZZBERRY,Wine,851133006137,16 OZ,,2.38,3.29,10
BEAT BOX PINK LEMONADE,Wine,851133006151,16 OZ,,2.38,3.29,22
BEAT BOX TROPICAL,Wine,851133006342,16 OZ,,2.38,3.29,10
BEAT BOX JUICY MANGO,Wine,851133006519,16 OZ,,2.38,3.29,16
BEAT BOX CRANBERRY,Wine,851133006700,16 OZ,,2.38,3.29,18
BEAT BOX GREEN APPLE,Wine,851133006731,16 OZ,,2.38,3.29,17
BEAT BOX HARD TEA,Wine,851133006755,16 OZ,,2.38,3.29,11
BEAT BOX PEACH,Wine,851133006991,16 OZ,,2.38,3.29,15
SUTTER HOME RED MOSCATO,Wine,851162,750 ML,,5.33,7.51,19
SUTTER HOME RED MOSCATO,Wine,851172,187 ML,,1.33,1.88,51
SUTTER HOME RED MOSCATO,Wine,851182,1.5 LT,,9.49,11.99,46
BOONES FARM SUN PEAK PEACH 750,Wine,851500,750 ML,,3.29,4.25,0
MARK WEST CHARDONNAY,Wine,851718000116,750 ML,,10.01,11.99,0
BAREFOOT RED MOSCATO,Wine,851850,187 ML,,1.17,1.88,1
BIRTHDAY CAKE WHITE WINE 750 M,Wine,851926004241,750 ML,,12,13.99,0
BOONES FARM STRAWBERRY DAIQUIR,Wine,851940,750 ML,,3.29,4.25,0
VENTISQUERO CABERNET SAUV,Wine,852238000105,750 ML,,8.5,10.99,12
TURNING LEAF CHARDONNAY 750ML,Wine,852390,750 ML,,7,8.99,0
TURNING LEAF CABERNET SAUVIGNO,Wine,852490,750 ML,,7,8.99,0
TURNING LEAF WHITE ZINFANDEL 7,Wine,852500,750 ML,,7,8.99,0
TURNING LEAF MERLOT 750ML,Wine,852690,750 ML,,7,8.99,0
BOONES FARM FUZZY NAVEL 750 ML,Wine,852950,750 ML,,3.29,4.25,0
BOONES FARM MOUNTAIN BERRY 750,Wine,853500,750 ML,,3.29,4.25,0
OLE SMOKY BANANA PUDDING,Wine,853915008995,750 ML,,22.99,28.99,2
PAPI CHARDONNAY,Wine,853936007687,750 ML,,5,7.99,12
PAPI RED BLEND,Wine,853936007700,750 ML,,5,7.99,16
PAPI RED BLEND,Wine,853936007717,1.5 LT,,10,12.99,14
PAPI PROSECCO,Wine,853936007793,750 ML,,8.67,11.99,1
PAPI PROSECCO ROSE,Wine,853936007809,750 ML,,8.67,11.99,9
PAPI WHITE PEACH,Wine,853936007984,750 ML,,3.33,4.69,0
WILD VINES BLACKBERRY MERLOT 1,Wine,854070,1.5 LT,,6.79,7.99,0
TURNING LEAF CHARDONNAY 187 ML,Wine,854420,187 ML,,1.33,2.25,0
